incident_date,airport_id,operator_id,operator,aircraft,species,damage,cost_repairs,remains_collected,remains_sent,incident_month,incident_year,time_of_day,time,runway,height,speed,phase_of_flight,ingested,effect,effect_other,sky,precipitation,birds_seen,birds_struck,size,warned,remarks,number_injuries,number_fatalities,damage_level
2017-12-12,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Yellow-rumped warbler,N,,TRUE,TRUE,12,2017,Night,20:00,26R,500,120,Approach,FALSE,None,,Some Cloud,None,1,1,Small,Yes,"MOR Remarks: DAL1778, MD88 KMEM..KATL, REPORTED A BIRD STRIKE INSIDE A 1/2 MILE FINAL FOR RWY 26R. NO DAMAGE SUSTAINED.  DAL1778 TAXIED TO GATE B16 WITHOUT FURTHER INCIDENT. /Remarks from 5200-7 or other report: Delta Air Lines flight #1778 arriving from Memphis, TN reported seeing and striking a single small bird on approximately .75 mile final for Runway 26R at 500' AGL. Snarge was collected from an impact point on the top of the aircraft nose, near the midline for analysis. There was no damage found on the aircraft, nor were its flight ops affected. ADS-B data shows the aircraft approximately 2 miles east of the airport at the reported strike altitude.",,,1
2017-08-02,KATL ,DAL,(DAL) DELTA AIR LINES,B-717-200,Unknown bird,N,,FALSE,FALSE,8,2017,Day,07:35,,13800,,Descent,FALSE,,,,,,1,,Unknown,"BIRD STRIKE DAL1655/B712 REPORTED A BIRD STRIKE ON THE RIGHT SIDE OF THE AIRCRAFT'S NOSE CONE. THE INCIDENT OCCURRED APPROXIMATELY 35 MILES NORTHEAST OF ATL AT 13,800 FT. AFTER LANDING THE PILOT REPORTED NO SIGNIFICANT DAMAGE TO THE AIRCRAFT.  ",,,1
2017-07-16,KATL ,DAL,(DAL) DELTA AIR LINES,B-737-800,Unknown bird,,,FALSE,FALSE,7,2017,Day,08:50,27L,,,Approach,FALSE,,,,,,2-10,,Unknown,"DAL904, B738, KLGA-KATL, ON FINAL RWY 27L HIT BIRDS JUST PRIOR TO TOUCHDOWN. GATE E01, WAS INSTRUCTED TO CALL THE TOWER IF THERE WAS ANY DAMAGE.",,,0
2017-09-06,KATL ,DAL,(DAL) DELTA AIR LINES,A-321,Unknown bird,N,,FALSE,FALSE,9,2017,Day,09:09,27L,,,Approach,FALSE,,,,,,1,,Unknown,"DAL900, A321 KBOS..KATL, ENCOUNTERED A BIRD STRIKE OVER THE RWY 27L THRESHOLD.  NO DAMAGE WAS SUSTAINED. DAL900 TAXIED TO THE GATE WITHOUT FURTHER INCIDENT. NUMBER OF BIRDS STRUCK NOT REPORTED. ASSUME 1.",,,1
2017-06-25,KATL ,BUS,(BUS) BUSINESS,EC135,Unknown bird,N,,FALSE,FALSE,6,2017,Day,14:15,,,,Departure,FALSE,,,,,,1,,Unknown,N452MT reported a bird strike to ZTL sector 01 due to a single bird strike.  The pilot reported that there did not seem to be any damage and continued on to his destination.  ,,,1
2017-10-10,KATL ,DAL,(DAL) DELTA AIR LINES,A-330,Unknown bird,N,,FALSE,FALSE,10,2017,Night,20:23,27R,2750,,Climb,FALSE,,,,,,1,,Unknown,"DAL74, H/A333 REPORTED A BIRD STRIKE TO DR-S, AT 3,500 FEET AFTER DEPARTING RWY 27R.  THERE IS NO KNOWN DAMAGE AND DAL74 IS CONTINUING TO EHAM.Dup MOR: DAL74 REPORTED A BIRD STRIKE WITH NO DAMAGE TO A80 NORTH DEPARTURE AT 2,000 FEET AFTER DEPARTING RWY 26L, CONTINUING TO EHAM. NUMBER OF BIRDS STRUCK NOT REPORTED. ASSUME 1.",,,1
2017-07-16,KATL ,DAL,(DAL) DELTA AIR LINES,B-737-700,Unknown bird,,,FALSE,FALSE,7,2017,Day,10:35,27R,,,Departure,FALSE,,,,,,1,,Unknown,BIRD STRIKE RWY 27R (LC3/123.85) DAL339 B737 ATL-TLPL HIT A BIRD ON DEPT CONTINUED ON TO DESTINATION RWY WAS INSPECTED NO DEBRIS.,,,0
2017-09-26,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,N,,FALSE,FALSE,9,2017,Day,14:05,26R,3500,,Approach,FALSE,,,,,,1,,Unknown,"DAL1767 REPORTED A BIRD STRIKE ON A SIX MILE BASE TO RWY 26R AT 3,500.  DAL1767 ADZD ATL TWR THERE WAS NO DAMAGE. NUMBER OF BIRDS STRUCK NOT REPORTED. ASSUME 1.",,,1
2017-04-04,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,N,,FALSE,FALSE,4,2017,Day,15:05,26L,,,Departure,FALSE,,,,,,1,,Unknown,"DAL780, MD88, ATL-CVG, RWY 26L. BIRD STRIKE ON DEPARTURE. PILOT PHONED AT 2020Z AND ADVISED NO DAMAGE TO AIRCRAFT. ",,,1
2017-07-16,KATL ,NKS,(NKS) SPIRIT AIRLINES,A-319,Unknown bird,N,,FALSE,FALSE,7,2017,Day,13:00,,,,Departure,FALSE,,,,,2-10,1,,Unknown,NKS404 reported a bird strike with ZTL sector 04.  The aircraft encountered 3 birds approximately the size of a pigeon at 120.  One bird struck the aircraft just above the left pilots window.  The pilot reported no damage and opted to continue on to KLAX.  ,,,1
2017-08-20,KATL ,EDV,(EDV) ENDEAVOR AIR,CRJ100/200,Unknown bird,,,FALSE,FALSE,8,2017,Day,14:29,8R,,,Departure,FALSE,,,,,,1,,Unknown,"EDV3448, CRJ2, KATL-KAVL. HAD A BIRD STRIKE 500 OFF THE DEPARTURE END OF RWY 8R. WAS ISSUED THE TOWER PHONE NUMBER AND INSTRUCTED TO CALL IF THERE WAS ANY DAMAGE TO THE AIRCRAFT. NUMBER OF BIRDS STRUCK NOT REPORTED. ASSUME 1.",,,0
2017-02-05,KATL ,SKV,(SKV) SKY REGIONAL AIRLINES,EMB-170,Unknown bird,,,FALSE,FALSE,2,2017,Day,17:15,26R,100,,Approach,FALSE,,,,,,1,,Unknown,"BIRD STRIKE, SKV7542 E170 CYYZ..ATL LANDED RWY 26R (LC-1 119.1) @ 2215Z.  THE CREW REPORTED THE BIRD STRIKE ON FINAL AT 100 FEET, DID NOT REQUIRE ANY ASSISTANCE.  THE CREW WAS ADVISED TO CALL THE TOWER IF THERE ARE ANY DAMAGES TO THE AIRCRAFT. ",,,0
2017-02-20,KATL ,DAL,(DAL) DELTA AIR LINES,B-767-300,Unknown bird,N,,FALSE,FALSE,2,2017,Night,19:35,,5000,,Approach,FALSE,,,,,,1,,Unknown,"DAL33 REPORTED A BIRD STRIKE OF UNDETERMINED SPECIES AND SIZE RESULTING IN NO DAMAGE WHILE ON DOWNWIND TO RWY 26R, 6 NE ATL AT 5,000.    ",,,1
2017-03-10,KATL ,DAL,(DAL) DELTA AIR LINES,B-717-200,Unknown bird - small,,,FALSE,FALSE,3,2017,Day,17:39,26R,50,,Approach,FALSE,,,,,,1,Small,Unknown,"DAL1341, B712, GSP-ATL, HIT A BIRD AT 50 AGL ON SHORT FINAL TO RY 26R.  SMALL BIRD, WILL CALL IF ANY DAMAGE ",,,0
2017-04-23,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ100/200,Unknown bird,N,,FALSE,FALSE,4,2017,Day,17:36,28,,,Local,FALSE,,,,,,1,,Unknown,"BIRD STRIKE, ASQ5295, CRJ2, OVER THE NUMBERS RWY 28, SPECIES & SIZE UNKNOWN, PILOT REPORTED NO DAMAGE. DOA ADVISED.",,,1
2017-11-02,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,,,FALSE,FALSE,11,2017,Night,19:00,9R,,,Arrival,FALSE,,,,,,1,,Unknown,"BIRD STRIKE ON TWY 9R.  RWY INSPECTED, NOTHING FOUND.  A/C TAXIED TO RMP",,,0
2017-10-15,KATL ,BAW,(BAW) BRITISH AIRWAYS,B-777,Unknown bird,N,,FALSE,FALSE,10,2017,Night,22:35,27R,,,Climb,FALSE,,,,,,1,,Unknown,"BAW23T, B777, 27R, ATL-EGLL. BIRD STRIKE 2 MILES OFF DEPARTURE END. PILOT ADVISED TO CONTACT TOWER OF ANY DAMAGES.",,,1
2017-08-24,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird,,,FALSE,FALSE,8,2017,Night,22:50,8L,0,,Landing Roll,FALSE,,,,,,1,,Unknown,"DAL2826, MD88, BIRD STRIKE ON FLARE OUT LANDING RWY 8L. WAS ISSUED THE TOWER PHONE NUMBER AND INSTRUCTED TO CALL IF THERE IS ANY DAMAGE TO THE AIRCRAFT. PARKING AT A28.",,,0
2018-07-06,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,7,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"During a routine morning inspection on runway 28, partial remains of a Killdeer were located along the runway edge marking. The remains were in two pieces along the runway edge marking in abeam taxiway SG6. No pilot reported a bird strike- carcass found.  DAY 714",,,0
2018-07-04,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,7,2018,,,8L,,,,FALSE,,,,,,1,Small,Unknown,"During the morning airfield inspection, Operations removed the remains of a European Starling from RWY 8L abeam TWY B-5. There was no pilot report of a strike - carcass found.  DAY 800",,,0
2018-07-04,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird - small,N,,FALSE,FALSE,7,2018,Day,11:10,8L,500,140,Approach,FALSE,None,,Some Cloud,None,2-10,1,Small,No,no damage,,,1
2018-07-05,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn owl,,,TRUE,FALSE,7,2018,,,9R,,,,FALSE,,,,,,1,Medium,Unknown,"During scheduled runway closure of RWY 9R, ATL Maintenance alerted ATL Operations of the remains of a large predatory bird. ATL Operations responded and removed the remains of a Barn Owl from the grass island north of RWY 9L, west of TWY N4. There was no pilot report of a strike - carcass found.  DAY 1120",,,0
2018-07-05,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,7,2018,,,9R,,,,FALSE,,,,,,1,Small,Unknown,"During the daytime Runway 9R closure at approximately 1130, a killdeer carcass was found in the grass next to the South asphalt shoulder between Twy K and J on Runway 9R. Carcass was removed from airfield. No report of a strike- carcass found.  DAY 1130",,,0
2018-07-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,7,2018,,,10,,,,FALSE,,,,,,1,Small,Unknown,"While conducting the morning south complex inspection, ATL Operations found and removed the remains of one Barn Swallow along the edge marking for runway 10. The carcass was found at the intersection of runway 10 and taxiway SG12. No pilot report of a bird strike and no impact to aircraft operations - carcass found. DAY 728",,,0
2018-07-11,KATL ,ENY,(ENY) ENVOY AIR,EMB-170,American crow,N,,FALSE,FALSE,7,2018,Day,14:30,26R,300,135,Approach,FALSE,None,,No Cloud,None,2-10,1,Small,No, Short final runway 26R. 1 mile,,,1
2018-07-02,KATL ,RPA,(RPA) REPUBLIC AIRLINES,EMB-170,Unknown bird - small,N,,TRUE,TRUE,7,2018,Day,11:53,8L,200,135,Approach,FALSE,None,,Some Cloud,None,2-10,1,Small,Yes,"ATCT reports a bird strike on 8L approach of Republic Airline (American Eagle) Flt #4498. ATL Ops met the ERJ-170 at Gate T10 to gather a sample of the bird strike. According to the flight crew, a small bird deflected off the radome of the A/C causing no damage. ATL Ops collected a snarge sample from the radome. ATL Ops also inspected the approach end of Rwy 8L, however, not remains were found. SI ID = NO WILDLIFE MATERIAL FOUND IN SAMPLE, BUT 2-10 SEEN.",,,1
2018-07-14,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Little brown bat,,,TRUE,FALSE,7,2018,,,10,,,,FALSE,,,,,,1,Small,Unknown,"During a routine Runway inspection, Airport Operations located and removed the remains of little brown bat which was a result of an apparent and unreported wildlife strike. The remains were located on RWY 10/28 abeam TWY SG16. Carcass found.  DAY 1630",,,0
2018-07-18,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,7,2018,,,26R,,,,FALSE,,,,,,1,Small,Unknown,"During the morning airfield inspection, Operations removed the remains of a European Starling from RWY 26R abeam TWY Charlie. There was no pilot report of a strike - carcass found. DAY 730",,,0
2018-07-08,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Brown-headed cowbird,,,TRUE,TRUE,7,2018,,,8L,,,,FALSE,,,,,,1,Small,Unknown,ALT Tower advises that a Tug operator reported seeing a dead bird carcass on Runway 8L at Twy Charlie. ATL Operations responded and retrieved bird remains from north of the runway side stripe. No report of bird strike- carcass found.  NIGHT 2050,,,0
2018-07-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn owl,,,TRUE,FALSE,7,2018,,,8R,,,,FALSE,,,,,,1,Medium,Unknown,"During a special inspection of RWY 8R, Operations removed the remains of a Barn Owl from the south edge of the runway just east of TWY Dixie. Owl was in three separate pieces, ants were beginning to eat on the carcass- fairly recent strike. Unknown aircraft involvement- carcass found. DAY 1111",,,0
2018-07-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Brown-headed cowbird,,,TRUE,FALSE,7,2018,,,8R,,,,FALSE,,,,,,1,Small,Unknown,"During a special inspection of RWY 8R, Operations removed the remains of a Brown-headed Cowbird from the north edge of the runway abeam TWY B-10. Carcass was significantly decomposed. Unknown aircraft involvement- carcass found. DAY 1112",,,0
2018-07-19,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,7,2018,,,9L,,,,FALSE,,,,,,1,Small,Unknown,"During morning inspection, a dead bat was found on Rwy 9L departure end and Twy LA. No wildlife strikes were reported at the time; carcass found. DAY 711",,,0
2018-07-28,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,7,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"While performing a Periodic Condition Inspection for RWY 10/28, Operations came across remains of a bird on the north edge of the runway, just west of west of SG14. No bird strike reported at the time; carcass found.  DAY 1630",,,0
2018-07-29,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Brazilian free-tailed bat,,,TRUE,FALSE,7,2018,,,26R,,,,FALSE,,,,,,1,Small,Unknown,"Operations found one bat carcass during inspection, located on the centerline of RWY 26R, fifty feet west of the RWY 26R designator marking. No pilots reported striking wildlife; carcass found.  DAY 0122",,,0
2018-07-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,7,2018,,,26R,,,,FALSE,,,,,,1,Small,Unknown,During ASIF inspection operations observed and removed the remains of a bat located on the threshold stripe markings of RWY 26R. No pilots reported striking wildlife; carcass found. NIGHT 0012,,,0
2018-07-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,7,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"ATL Operations found one bat carcass during inspection, located on the threshold stripe markings of RWY 28. No pilots reported striking wildlife; carcass found. NIGHT 0025",,,0
2018-07-31,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,7,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"During special inspection of Rwy 28, Operations found the remains of a Barn Swallow just west of Twy SG14 intersection. Unknown aircraft involvement- carcass found. DAY 1010",,,0
2018-07-27,KATL ,SKW,(SKW) SKYWEST AIRLINES,CRJ100/200,Killdeer,N,,TRUE,TRUE,7,2018,Day,07:14,27L,,,Approach,FALSE,None,,No Cloud,None,,1,Small,Yes,"Skywest Airlines maintenance advised Operations of a bird strike. Skywest Flight 4178, CRJ-200 (N912EV), ROA to ATL, struck a bird at the top of the aircraft's nose on short final to RWY 27L as reported by the pilot. Skywest maintenance collected a sample from the aircraft and reported no damage. SI ID = KILLDEER",,,1
2018-07-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,7,2018,,,8R,,,,FALSE,,,,,,1,Small,Unknown,"During a special inspection of RWY 8R, Operations removed the remains of a European Starling from the south edge of the runway just east of TWY Dixie; remains were considerably decomposed. Carcass found. DAY 1110",,,0
2018-07-31,KATL ,DAL,(DAL) DELTA AIR LINES,A-330,Chimney swift,N,,TRUE,TRUE,7,2018,Day,12:40,26R,,,Approach,FALSE,None,,Some Cloud,None,,1,Small,Yes,"Delta pilot crew of DL flt #71, AMS to ATL, reported to their Line maintenance of a single bird strike while on approach to KATL; unknown distance from airport when incident occurred. Evidence of a bird strike was found on the radome of the Airbus A330 parked at Gate F3. Ops retrieved snarge/feathers from the nose of the aircraft. No damage or delay to the aircraft. ",,,1
2018-07-21,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,7,2018,,,26L,,,,FALSE,,,,,,1,Small,Unknown,"During ASIF of the North Complex, operations observed and removed a dead bat from the Aiming point marking for RWY 26L. No report of a wildlife strike; carcass found. NIGHT 125",,,0
2018-07-12,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Unknown bird - small,N,,TRUE,TRUE,7,2018,Day,07:50,28,75,150,Approach,FALSE,None,,No Cloud,None,2-10,2-10,Small,Yes,"DAL MTX advised DOA Ops that DL Flight 1432 (MD88, N941DL) arriving from AGS experienced a bird strike while over the approach lights for RWY 28. The pilot reported seeing 5+ birds. ATL Ops met the aircraft at Gate B31 and observed two impact points on the aircraft. A sample was taken from both impact points: one located on the radome and the other on the left wing flap. No damage was reported. The aircraft will continue with its next flight. SI ID = REMAINS FROM A/C RADOME AND WING/ROTOR BOTH = NO WILDLIFE MATERIAL FOUND, ONLY INSECT.",,,1
2018-07-26,KATL ,SWA,(SWA) SOUTHWEST AIRLINES,B-737-700,Barn swallow,N,,TRUE,TRUE,7,2018,Day,09:50,28,0,60,Landing Roll,FALSE,None,,Some Cloud,None,1,1,Small,Yes,"ATL Operations received a call from Southwest Maintenance regarding bird remains found on SWA FL2347 (B737-700, N7831B) parked at Gate C13.  Operations responded and took a feather/snarge sample from the right side of the nose. Aircraft departed MCO at 0851 and landed on Rwy 28 at 0950. Arrival flight crew had already departed, but outgoing flight crew stated they were under the impression the strike occurred during approach; unknown distance from ATL. No damage to aircraft. ",,,1
2018-07-20,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,House finch,,,TRUE,TRUE,7,2018,,,9L,,,,FALSE,,,,,,1,Small,Unknown,"While conducting the Daily Self-Inspection, ATL Operations removed the remains of a small bird from RWY 9L/27R center line, just west of the RWY 27R Glide Slope. No reports were given of a bird strike occurring; carcass found.  DAY 705",,,0
2018-07-12,KATL ,DAL,(DAL) DELTA AIR LINES,B-737-800,Chimney swift,N,,TRUE,TRUE,7,2018,Day,07:30,26R,,,Approach,FALSE,None,,No Cloud,None,1,1,Small,Yes,"Delta maintenance advised operations that a pilot reported a birdstrike on arrival to Gate E15. On operations arrival to Gate E15, Delta maintenance advised that DAL 1195 from LAX struck a small bird on final approach to runway 26R. A snarge sample was collected from a spot just above the center of the windscreen. No damage reported. No impact to aircraft operations.",,,1
2018-07-13,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,European starling,N,,TRUE,TRUE,7,2018,Day,08:10,8L,0,120,Landing Roll,FALSE,None,,Overcast,None,2-10,1,Small,Yes,"ATCT advised ATL Ops that DL Flight 1065 (N910DE, MD88) inbound from BDL possibly hit multiple birds (pilot reported seeing ~10 birds) during roll-out on RWY 8L. Operations responded and inspected RWY 8L removing ONE dead starling located btn TWY B3 and B5 just south of the center line. The aircraft taxied to Gate B34 where a snarge sample was taken from the radome. No other impact points were located. No damage was reported. SI ID = NO WILDLIFE MATERIAL FOUND IN SAMPLE, UNABLE TO CONFIRM EUROPEAN STARLING.",,,1
2018-08-08,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Microbats,,,TRUE,FALSE,8,2018,,,26L,,,,FALSE,,,,,,1,Small,Yes,During the runway closure of 26L/8R ONE bat carcass was located south of the runway center line at TWY E5 intersection. No reports were given of a possible wildlife strike occurring; carcass found.,,,0
2018-08-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern cottontail,,,TRUE,FALSE,8,2018,,,Echo,,,,FALSE,,,,,,1,Medium,Unknown,ATL Tower reports of a dead rabbit on the Twy Echo center line just west of Twy E10. Upon arrival removed one dead rabbit carcass. Strike assumed to have occurred during taxi. No report of a strike; carcass found. ,,,0
2018-08-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Little brown bat,,,TRUE,FALSE,8,2018,,,26R,,,,FALSE,,,,,,1,Small,Unknown,"During North Complex ASIF, ATL Operations found the carcass of a dead bat on the threshold markings on the approach end of the of RWY 26R. Carcass was removed from RWY. No report of a strike; carcass found. NIGHT 28.",,,0
2018-08-06,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern pipistrelle,,,TRUE,TRUE,8,2018,,,27L,,,,FALSE,,,,,,1,Small,Unknown,"During ASIF inspection, ATL Operations observed a carcass of a bat in the threshold area of RWY 27L. No report of a bird strike was given by a pilot; carcass found. NIGHT 29.",,,0
2018-08-06,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,8,2018,,,26L,,,,FALSE,,,,,,1,Small,Unknown,During morning inspection a red bat was found dead on Rwy 26L and Twy B3. No wildlife strikes were reported at the time; carcass found. DAY 720.,,,0
2018-08-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Brown-headed cowbird,,,TRUE,FALSE,8,2018,,,26R,,,,FALSE,,,,,,1,Small,Unknown,"During North Complex ASIF, ATL Operations found the carcass of a dead bird on the threshold markings on the approach end of the of RWY 26R. Carcass was removed from RWY. No report of a bird strike; carcass found. NIGHT 22.",,,0
2018-08-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,8,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"ATL Operations removed one killdeer carcass during inspection. Carcass was found on RWY 28, 2500' from threshold and north of centerline. No pilots reported striking wildlife; carcass found. NIGHT 27.",,,0
2018-08-05,KATL ,SWA,(SWA) SOUTHWEST AIRLINES,B-737-700,Unknown bird - small,N,,FALSE,FALSE,8,2018,Night,23:00,27R,0,130,Take-off Run,FALSE,None,,Some Cloud,None,1,1,Small,No,Blood on Windshield. No damage.,,,1
2018-08-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,8,2018,,,27L,,,,FALSE,,,,,,1,Small,Unknown,ATL Operations removed one killdeer carcass from RWY 27L during inspection. The carcass was found north of runway centerline at TWY N2. No report of a bird strike; carcass found. NIGHT 534.,,,0
2018-08-03,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,American woodcock,,,TRUE,TRUE,8,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"During routine inspection of Rwy 28-10, observed and removed mangled bird remains from Rwy 28 at Twy SG6, north of centerline. No reports from ATCT or pilot's of a bird strike; carcass found. No impact on operations. DAY 738.",,,0
2018-08-14,KATL ,DAL,(DAL) DELTA AIR LINES,A-321,Unknown bird - small,N,,FALSE,FALSE,8,2018,Day,12:20,28,11000,250,Descent,FALSE,None,,Some Cloud,None,1,1,Small,No,No damage or injuries noted.  Bird was very small.  Bird glanced off FO windshield and also hit inner cowling of R engine. REGISTRATION REPORTED AS 3044. NOTE: 12NM S of EAGYL,,,1
2018-08-17,KATL ,FFT,(FFT) FRONTIER AIRLINES,A-321,Unknown bird - small,N,,FALSE,FALSE,8,2018,Night,21:58,27R,0,140,Take-off Run,FALSE,None,,Overcast,None,1,1,Small,No,"Strike was not reported to ATCT, and therefore, ATL Operations was unaware of incident. However, no wildlife remains were found on runway during subsequent runway inspection of Rwy 27R.",,,1
2018-08-21,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Black vulture,N,,TRUE,TRUE,8,2018,Day,15:00,26R,1500,180,Approach,FALSE,None,,Some Cloud,None,1,1,Large,Unknown,"DOA Airport Operations was notified by the FAA ATCT of a bird strike on final approach for RWY 26R that occurred at 1500AGL. DAL971, a B757-200, registration N542US reporting one large size bird on final approach. The aircraft was traveling at approximately 180 knts and the strike occurred on the First Officers side window.  The aircraft was approximately 5.5 miles from the airport when the strike occurred. There was no reported damage to the aircraft or effect to the flight. The aircraft landed safely and taxied to Gate A1 where it was met by Airport Operations. Snarge was collected and sent to the Smithsonian for identification. NOTE: ~5.5 MI outside KATL.",,,1
2018-08-22,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Red-tailed hawk,,,TRUE,FALSE,8,2018,,,26L,,,,FALSE,,,,,,1,Large,Unknown,"Operations observed a dead Red-tailed Hawk in the grass, on the south edge of RWY 8R/26L, approximately two feet from the asphalt shoulder, just east of TWY D. No report of a bird strike; carcass found. NIGHT 210.",,,0
2018-08-23,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,8,2018,,,9L,,,,FALSE,,,,,,1,Small,Unknown,"During morning inspection, the remains of a Killdeer were found on Rwy 9L and Twy M14. No bird strikes were reported at the time; carcass found. DAY 720.",,,0
2018-08-11,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,8,2018,,,27R,,,,FALSE,,,,,,1,Small,Unknown,"During the morning airfield inspection, Operations removed the remains of a bat from RWY 27R abeam TWY M-2. There was no pilot report of a strike - carcass found. DAY 745.",,,0
2018-08-12,KATL ,DAL,(DAL) DELTA AIR LINES,A-320,Mourning dove,N,,TRUE,TRUE,8,2018,Day,18:55,28,0,,Landing Roll,FALSE,None,,No Cloud,None,1,1,Small,Yes,"Delta Air Lines flight #684 landed on Runway 28 at 1855L on 08/12/2018. Upon arrival at the gate, the flight deck crew reported to company maintenance they struck a bird on landing roll. Inspection of the aircraft revealed an impact point on the fuselage immediately above the first officer's windscreen. Snarge was removed from the impact point for analysis. Runway 28 was inspected, where the remains of a mourning dove were located on the north edge marking, approximately 250' east of Twy SG6.  ",,,1
2018-08-13,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Seminole bat,,,TRUE,TRUE,8,2018,,,TWY N,,,,FALSE,,,,,,1,Small,Unknown,"During the morning airfield inspection, Operations removed the partial remains of a bat from TWY November just west of TWY Kilo. There was no pilot report of a strike - carcass found. DAY 800.",,,0
2018-08-14,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Brazilian free-tailed bat,,,TRUE,FALSE,8,2018,,,27L,,,,FALSE,,,,,,1,Small,Unknown,"Operations removed a bat carcass from RWY 27L during inspection. Carcass was located in the runway safety area at the approach end of RWY 27L, north of centerline. There were no reports of a wildlife strike; carcass found. NIGHT 4. SPECIES IDENTIFIED AS MEXICAN FREE-TAILED BAT.",,,0
2018-08-14,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Little brown bat,,,TRUE,FALSE,8,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,"During ASIF of South Complex, ATL Operations observed a Bat on the numbers at the approach end of RWY 28, No report of a wildlife strike; carcass found. NIGHT 324.",,,0
2018-08-14,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,8,2018,,,26L,,,,FALSE,,,,,,1,Small,Unknown,"During the morning airfield inspection, Operations removed the remains of a Barn Swallow from RWY 26L, just west of TWY B-4. There was no pilot report of a strike - carcass found. DAY 723.",,,0
2018-08-15,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Little brown bat,,,TRUE,FALSE,8,2018,,,28,,,,FALSE,,,,,,1,Small,Unknown,Operations removed a bat carcass from RWY 28 during inspection. Carcass was found on centerline at the east side of the RWY 28 designator marking.There were no reports of wildlife; carcass found. NIGHT 25.,,,0
